0.587942192,-1.256260722,
0.140401452,-0.882591365,
1.079754706,-0.625599202,
-0.126789009,1.223555626,
-2.764037173,1.116212198,
-1.021429834,-2.581547803,
-1.20219466,-1.423182997,
-0.378231668,-3.863101991,
-0.456230031,0.540572536,
-3.19381042,-2.279324722,
-0.889971716,0.371342855,
-2.006896723,-1.368594888,
-1.176840577,-0.698365323,
0.483345158,-0.26840035,
0.368234171,-0.316441986,
-1.513302365,-1.08167836,
0.348478724,-1.848269534,
-0.508861508,-0.27377093,
-0.276097327,-3.153853476,
1.098929784,0.196824202,
-1.158037843,-1.010098407,
-0.441509736,-0.796480554,
-0.1054036,-1.329941109,
-0.529610232,-2.554655374,
-0.637532951,-1.408437664,
-1.10491813,-1.526903565,
1.799171771,0.473503489,
-0.992868157,-2.627354352,
0.679664102,-1.204974409,
-0.945777919,-1.678328081,
-1.761768399,3.371078184,
0.446070539,0.778337512,
0.408230309,0.188601991,
2.287938993,0.076076615,
0.48548792,-1.835848577,
0.776927348,-0.089547803,
-0.833086101,0.75609199,
1.250504112,-3.062515699,
-1.504171461,-3.472085821,
0.89792507,-1.726143328,
-1.04505968,-1.667391408,
-1.213292638,1.59317087,
-1.911360539,-0.1480978,
0.019029795,-0.184071652,
0.015933659,-1.779068552,
0.756266556,-0.996654244,
-0.305431486,-0.315427541,
-0.615936655,-4.561132001,
-0.370542325,-0.793733823,
0.579117114,1.508560248,
-1.131767012,-1.612292301,
-0.943317419,-0.11742139,
0.089236425,-0.007599558,
-0.009495012,-1.618061178,
-0.809513228,-1.267151357,
-0.165630514,-0.160203889,
0.089468964,2.5830795,
-1.54590688,-1.706104986,
-2.573164875,-2.094258023,
-1.45666735,-0.732226747,
0.595661575,-1.22321104,
-1.346085509,-3.149101574,
-1.728336119,-1.909180913,
0.520881638,-2.981182559,
1.289376169,0.909520062,
1.716910758,0.110969495,
0.554343495,0.673002293,
1.308178739,-3.198566347,
0.991488739,-0.626979124,
-1.614322552,-2.024072645,
0.038841633,-0.348841693,
1.571012791,0.006267474,
0.030894238,-1.901238867,
0.282014018,0.934545922,
-0.297966193,-0.997133888,
-1.092351484,1.006473856,
-0.476359958,0.718555313,
1.289671778,-4.033869387,
0.457883686,1.300108137,
-0.304148079,-1.344980796,
0.810696351,0.221690229,
0.392743219,0.35442933,
1.024759012,-3.974734829,
-2.036424531,0.178421209,
-0.108887768,-0.786802472,
0.387483835,-2.791424567,
-0.443366866,-0.732350659,
0.628207317,-0.411893115,
1.59817949,-0.715604314,
-1.614243394,1.447418739,
-0.055829101,-2.106252487,
0.305883598,-2.165568371,
0.271465849,0.251700519,
-1.501556279,1.383822308,
-0.557355416,-2.947602516,
0.449140089,-1.93025399,
-1.824093082,-0.800568603,
1.878387575,-0.997947609,
-1.233838297,-3.399873761,
-0.380612998,-1.639821756,
-0.768959921,-2.280562307,
-0.630355736,-2.305975949,
1.809383063,-1.09224725,
-0.588251162,0.202146625,
0.339673542,-3.439864349,
1.117740331,-2.139168832,
-1.31764803,-2.219955984,
-0.561318753,-1.356732088,
0.14418059,-1.892662901,
-1.620981096,-3.387910693,
